#Version 6.4.1.1 
#New best, Iteration, Feasible,Objective,[All Resources.TotalCost],[Record Guests],[Record Overflow],[Record Sales],[Record Wait For Dish],[Cook],[Dish Service],[Service],
#, , , ,,,,,,discrete (1 25 1), discrete (1 20 1), discrete (1 25 1), 
,82,,47743.39,17360,1784.18,0.02,65103.39,0.15742535095963,21,17,15,
,83,,46431.15,18200,1774.49,0,64631.15,0.154466706461444,23,5,25,
,84,,25034.4366690858,12170.7933309142,1021.57,551.98,37205.23,1.92031447526478,7,6,23,
,85,,2385.18340107727,2937.73659892273,146.25,1334.3,5322.92,6.09041635787755,1,3,5,
,86,,5924.44995888766,10632.8200411123,455.37,1050.76,16557.27,0.146204990964812,18,13,2,
,87,,17054.0009541701,9581.50904582994,731.23,813.4,26635.51,2.83312380402322,5,13,12,
,88,,47546.6,17150,1773.64,21.8,64696.6,0.443645799564709,14,15,23,
,89,,17472.7585764008,12176.6714235992,811.2,747.17,29649.43,2.53815415606903,24,1,10,
,90,,53751.2,10780,1770.54,7.25,64531.2,0.293789813125522,15,6,11,
,91,,20708.0597872213,8676.36021277873,804.74,741.79,29384.42,2.54527743097259,15,1,9,
,92,,49361.65,15750,1785.86,0.44,65111.65,0.177716783423097,19,15,14,
,93,,49227.3,15260,1772.39,6.97,64487.3,0.350898341151402,15,17,15,
,94,,52702.08,11970,1776.05,4.37,64672.08,0.149008339200971,21,4,10,
,95,,53649.04,11270,1780.4,3.68,64919.04,0.278933021370244,16,4,13,
,96,,46775.1180636377,10563.5919363623,1573.36,126.46,57338.71,0.806297106848286,11,4,16,
,97,,47197.47,17430,1775.12,0,64627.47,0.159629304202902,21,16,16,
,98,,47578.43,16940,1770.95,0,64518.43,0.154242429708639,22,13,16,
,99,,48936.03,15820,1777.47,0.3,64756.03,0.204504442923548,18,14,16,
,100,,47910.65,17150,1784.17,0.71,65060.65,0.239050038302036,17,10,24,
,101,,42343.2609511594,14973.8990488406,1571.47,117.47,57317.16,0.804272196958838,11,11,23,
,102,,48207.58,16800,1784.22,0.19,65007.58,0.171164134335323,20,5,24,
,103,,50136.22,14770,1780.78,1.31,64906.22,0.28923720268643,16,9,19,
,104,,53991.89,10430,1767.4,6.45,64421.89,0.215129831591852,15,6,10,
,105,,53087.99,11550,1771.95,4.87,64637.99,0.351249614857494,15,5,14,
,106,,53147.35,11830,1781.43,7.86,64977.35,0.354785123985508,15,6,14,
,107,,52941.01,11970,1777.35,0,64911.01,0.192299120900375,18,4,13,
,108,,52154.11,12880,1781.15,3.88,65034.11,0.287916542822635,16,6,16,
,109,,51747.34,13300,1785.46,0,65047.34,0.151593186412298,21,5,13,
,110,,-1060.31396469966,9376.12396469966,227.67,1270.14,8315.81,0.146255639958315,25,1,1,
,111,,52807.32,11900,1776.45,0.81,64707.32,0.226162648963921,17,5,13,
,112,,53547.7,11130,1772.7,8.07,64677.7,0.333444801947811,15,6,12,
,113,,-6374.74141073269,14695.8414107327,227.73,1273.95,8321.1,0.146182080884696,25,20,1,
,114,,3532.4146039516,7135.23539604841,292.83,1208.09,10667.65,4.79810565658875,2,18,4,
,115,,46114.09,18340,1767.94,20.29,64454.09,0.442319142573386,14,18,24,
,116,,6333.80839293973,9652.69160706027,437.88,1074.84,15986.5,4.5325867199819,3,2,23,
,117,,47430.44,17570,1781.2,0.41,65000.44,0.162353923567551,23,4,24,
,118,,48009.9,16870,1779.85,0,64879.9,0.146850891869336,24,14,13,
,119,,21828.3286098574,10071.7113901426,874.91,693.07,31900.04,2.33259772749893,6,11,14,
,120,,19912.0615933495,5098.9484066505,683.29,857.08,25011.01,0.153997010188021,6,7,3,
,121,,5854.44995888766,10702.8200411123,455.37,1050.76,16557.27,0.146204990964812,23,7,2,
,122,,6344.44995888766,10212.8200411123,455.37,1050.76,16557.27,0.146204990964812,16,14,2,
,123,,54107.98,10570,1773.54,3.65,64677.98,0.154181703142385,17,4,10,
,124,,53492.36,8820,1711.98,33.94,62312.36,0.303947768502606,13,4,9,
,125,,49526.1311136258,7834.37888637418,1573.6,110.67,57360.51,0.676544855834002,11,3,9,
,126,,49533.77,15330,1777.03,0,64863.77,0.148381361477066,22,11,13,
,127,,51746.64,13020,1776.15,3.01,64766.64,0.148651864165998,24,4,10,
,128,,51367.49,13720,1784.14,9.62,65087.49,0.354852044007808,15,14,13,
,129,,21876.6903473467,7627.01965265327,809.38,737.38,29503.71,2.53050877878286,12,1,9,
,130,,53886.57,10920,1777.16,1.79,64806.57,0.174011803063254,17,4,11,
,131,,50952.4398625554,9449.9301374446,1654.73,73.54,60402.37,0.624873212832774,12,5,11,
,132,,47992.04,16730,1775.06,0,64722.04,0.148120042952353,24,11,15,
,133,,46397.89,18270,1773.42,0,64667.89,0.149494224008644,24,14,17,
,134,,50736.23,13790,1769.14,1.28,64526.23,0.270190833248852,16,13,13,
,135,,50042.06,15260,1788.91,1.93,65302.06,0.293047713766878,16,7,22,
,136,,45349.01,17430,1722.41,34.36,62779.01,0.534410355090241,13,16,24,
,137,,50679.9,14350,1784.66,2.62,65029.9,0.29574605571821,16,10,17,
,138,,54294.15,9520,1751.2,17.21,63814.15,0.311841376167394,14,4,10,
,139,,337.58341167056,4967.76658832944,145.92,1318.49,5305.35,6.32664715196738,1,4,10,
,140,,53436.29,11270,1773.56,2.04,64706.29,0.149828308235151,19,4,10,
,141,,53533.15,10920,1767.15,4.3,64453.15,0.151279308587511,18,4,10,
,142,,53510.87,11620,1786.84,1.33,65130.87,0.153347598021898,19,4,11,
,143,,53903.01,10220,1759.21,19.16,64123.01,0.149787142300271,17,4,9,
,144,,51440.64,13370,1777.69,5.08,64810.64,0.148803388366394,25,4,10,
,145,,1224.27154927628,14762.9784507237,438.84,1065.61,15987.25,4.52121950619476,3,19,24,
,146,,7456.59061835447,9092.85938164553,455.2,1051.35,16549.45,0.146188849452982,8,20,2,
,147,,43092.49,21420,1771.19,0,64512.49,0.149014165362527,25,14,25,
,148,,47296.33,16870,1760.28,17.17,64166.33,0.146021854426788,24,19,9,
,149,,2463.26266648277,8185.30733351723,293.1,1203.68,10648.57,5.72145440777481,2,3,19,
,150,,1047.62696060489,4267.76303939511,145.71,1325.88,5315.39,5.87908327708798,1,9,4,
,151,,13600.2831676488,15676.5368323512,804.51,742.37,29276.82,2.5627244572268,20,1,24,
,152,,44329.1558053882,12944.2341946118,1568.68,121.52,57273.39,0.795592996535929,11,15,14,
,153,,48991.43,15890,1778.04,0,64881.43,0.148171548128095,24,8,15,
,154,,22031.2237784814,11184.7762215186,910.78,658.93,33216,0.1461331130499,16,15,4,
,155,,53062.76,8540,1687.82,55.38,61602.76,0.157894067677272,14,3,8,
,156,,48771.97,15540,1765.61,0,64311.97,0.149791922423819,23,8,15,
,157,,24349.3492673109,5176.5807326891,808.48,739.2,29525.93,2.33189168799081,8,1,6,
,158,,53847.27,10850,1774.55,3.69,64697.27,0.152776105792383,17,5,10,
,159,,52705.38,11060,1748.12,17.66,63765.38,0.413106360638574,14,7,12,
,160,,51884.89,12670,1769.88,1.28,64554.89,0.269994258096892,16,9,13,
,161,,48780.44,16380,1785.08,0,65160.44,0.147549625380628,24,11,14,
,162,,48438.92,16380,1778.83,0,64818.92,0.150061696747208,23,11,15,
,163,,46955.82,17780,1776.48,0,64735.82,0.150370577960214,24,11,18,
,164,,48281.05,16590,1777.98,1.04,64871.05,0.146535527556217,22,18,11,
,165,,47169.9,17710,1779.85,0,64879.9,0.146850891869336,24,17,13,
,166,,48656.03,16100,1777.47,0.3,64756.03,0.204504442923548,18,15,16,
,167,,49631.44,15610,1790.42,0,65241.44,0.166572730535264,20,12,15,
,168,,54509.42,10500,1782.46,5.48,65009.42,0.164543601091149,16,5,10,
,169,,22406.1808449113,6924.66915508866,802.96,746.88,29330.85,2.55987798339564,9,1,10,
,170,,53547.83,11480,1784,3.31,65027.83,0.171062176798619,17,6,11,
,171,,53467.53,11760,1789.77,1.18,65227.53,0.17233937633139,17,7,11,
,172,,54598.79,9170,1750.26,16.73,63768.79,0.185999745425719,14,4,9,
,173,,52280.2203599092,9379.99964009083,1690.71,50.57,61660.22,0.152972750441879,14,6,8,
,174,,52999.77,11690,1774.28,4.72,64689.77,0.334162118850407,15,8,12,
,175,,48368.47,16870,1790.81,0,65238.47,0.161122494650067,25,4,20,
,176,,54646.12,9520,1757.1,17.11,64166.12,0.158357531913856,15,4,9,
,177,,49624.37,15120,1774.52,8.68,64744.37,0.358578644105079,15,4,25,
,178,,43033.41,22120,1788.13,0,65153.41,0.153227418879007,23,19,25,
,179,,1794.44995888766,14762.8200411123,455.37,1050.76,16557.27,0.146204990964812,25,19,2,
,180,,-1616.99692544562,12245.3969254456,292.62,1206.41,10628.4,5.72238046117671,2,20,17,
,181,,15799.9810465617,10770.9689534383,728.71,817.32,26570.95,2.87076960473345,5,1,25,
,182,,18512.0615933495,6498.9484066505,683.29,857.08,25011.01,0.153997010188021,6,12,3,
,183,,50723.69,14000,1773.46,3.21,64723.69,0.254618833508046,16,15,12,
,184,,47952.29,17010,1782.33,0.03,64962.29,0.150129023189984,24,7,19,
,185,,13629.1811066832,3002.61889331679,454.81,1057.08,16631.8,0.148918402405135,5,2,2,
,186,,30358.5405246198,12239.5194753802,1168.56,437.24,42598.06,1.58063031408377,8,10,19,
,187,,39477.6325401128,17913.5174598872,1574.02,111.81,57391.15,0.803130644784972,11,19,25,
,188,,51283.69,13440,1773.46,3.21,64723.69,0.254618833508046,16,13,12,
,189,,51105.64,13650,1776.45,5.29,64755.64,0.334640977944222,15,15,12,
,190,,53021.51,11550,1768.72,0.46,64571.51,0.154543137809132,18,5,11,
,191,,51702.89,13160,1780.83,3.38,64862.89,0.286321585478305,16,7,16,
,192,,53058.96,11200,1760.68,18.77,64258.96,0.433717666017013,14,5,14,
,193,,50829.93,14420,1790.73,1.91,65249.93,0.227851142726884,17,14,13,
,194,,47834.95,17080,1780.12,0.35,64914.95,0.206797010770622,18,16,18,
,195,,50078.86,14210,1762.45,15.43,64288.86,0.429794661080352,14,17,13,
,196,,46899.66,17990,1778.69,0.25,64889.66,0.150537601215648,24,8,21,
,197,,46720.83,18270,1783.04,0.33,64990.83,0.152854378038223,23,9,22,
,198,,43354.64,21070,1768.71,0,64424.64,0.168872664068931,20,19,25,
,199,,11698.9851068802,17775.7348931198,807.56,756.8,29474.72,2.55729040414993,25,1,25,
,200,,48674.95,16240,1780.12,0.35,64914.95,0.206797010770622,18,13,18,
,201,,48186.5257388441,8881.40426115592,1564.68,133.16,57067.93,0.149925297757563,16,3,7,
,202,,53331.8,10850,1760.05,19.38,64181.8,0.424009672142694,14,5,13,
,203,,53355.48,10920,1763.84,21.85,64275.48,0.431319659531292,14,4,14,
,204,,1465.25858926731,6855.84141073269,227.73,1273.95,8321.1,0.146182080884696,17,2,1,
,205,,53257.67,11340,1771.01,7.75,64597.67,0.293179212186052,15,8,11,
,206,,52079.51,11830,1754.26,17.27,63909.51,0.428157551468982,14,6,15,
,207,,53151.72,11130,1764.26,17.62,64281.72,0.433703687035997,14,6,13,
,208,,52509.29,12180,1775.16,0.75,64689.29,0.221491585334386,17,6,13,
,209,,53372.16,12040,1793.63,2.86,65412.16,0.171398481680824,17,8,11,
,210,,51877.53,13090,1783.2,3.17,64967.53,0.29081544335261,16,8,15,
,211,,52197.27,12110,1764.19,1.93,64307.27,0.264203865643448,16,7,13,
,212,,53132.7,11690,1781.23,4.87,64822.7,0.152478409371655,17,8,10,
,213,,52975.16,11760,1775.05,3.29,64735.16,0.256200053205604,16,7,12,
,214,,53684.83,11410,1786.08,3.74,65094.83,0.221783245728054,16,7,11,
,215,,53083.33,11690,1778.08,2.75,64773.33,0.220086355832385,16,8,11,
,216,,53287.84,10780,1755.8,16.29,64067.84,0.410284139973644,14,6,12,
,217,,-9385.91505154477,14697.7850515448,146.53,1332.24,5311.87,6.3590113094339,1,20,25,
,218,,53856.82,11130,1780.54,3.15,64986.82,0.217116050289632,16,6,11,
,219,,53919.71,10780,1774.24,4.13,64699.71,0.162663634578224,16,6,10,
,220,,20780.4333320958,8676.05666790421,807.9,743.76,29456.49,2.5484119112083,14,1,10,
,221,,25699.4017031772,16859.6182968228,1167.57,437.33,42559.02,1.58087422277026,8,19,25,
,222,,8475.63802708653,8112.80197291347,455.5,1063.4,16588.44,0.146322353647428,6,19,2,
,223,,44638.06,20160,1776.73,0,64798.06,0.150265364285869,24,12,24,
,224,,46755.6154368483,14979.9145631517,1693.38,60.49,61735.53,0.14613025152132,22,16,8,
,225,,6194.74540281803,9792.99459718197,438.9,1066.2,15987.74,4.52034809953709,3,5,21,
,226,,1887.62696060489,3427.76303939511,145.71,1325.88,5315.39,5.87908327708798,1,6,4,
,227,,11823.584465341,9580.33553465896,586.49,924.51,21403.92,3.54163204011212,4,13,13,
,228,,14425.5092020456,14975.7807979544,805.85,754.58,29401.29,2.56118779861379,24,1,18,
,229,,48149.82,14420,1715.94,35.8,62569.82,0.521317609902208,13,19,13,
,230,,24210.210570105,8945.01942989496,908.53,659.65,33155.23,0.146056100057097,12,12,4,
,231,,53116.24,10920,1755.88,18.84,64036.24,0.317055405239396,14,9,10,
,232,,47804.0026516377,9659.53734836226,1575.51,119.36,57463.54,0.74587729202919,16,2,10,
,233,,20439.8764555035,9026.76354449651,808.94,746.86,29466.64,2.53291331484245,16,1,9,
,234,,49831.38,12670,1714.52,35.4,62501.38,0.511992012595584,13,14,12,
,235,,49254.01,13370,1714.9,35.22,62624.01,0.440908827740263,13,19,10,
,236,,53350.39,10920,1764.41,8.77,64270.39,0.347179737224526,15,4,13,
,237,,52278.68,12460,1777.58,1.17,64738.68,0.14953077238438,19,7,11,
,238,,50092.12,13790,1752.18,19.55,63882.12,0.388256236173392,14,18,11,
,239,,47285.32,17220,1771.15,2.7,64505.32,0.28865177320997,16,19,18,
,240,,42244.662613797,15113.627386203,1573.92,124.84,57358.29,0.810866061667681,11,19,17,
,241,,48133.77,16730,1777.03,0,64863.77,0.148381361477066,22,16,13,
,242,,47596.5,17430,1782.83,0.49,65026.5,0.152466905373378,22,16,15,
,243,,46510.65,18550,1784.17,0.71,65060.65,0.239050038302036,17,15,24,
,244,,49830.09,15120,1782.97,3.28,64950.09,0.289829374329099,16,14,16,
,245,,52392.36,9170,1689.62,55.33,61562.36,0.150040964277284,15,4,8,
,246,,1605.25858926731,6715.84141073269,227.73,1273.95,8321.1,0.146182080884696,15,4,1,
,247,,52225.64,12530,1776.45,5.29,64755.64,0.334640977944222,15,11,12,
,248,,52750.86,11620,1765.56,4.08,64370.86,0.162193399789988,16,9,10,
,249,,51996.24,12040,1755.88,18.84,64036.24,0.317055405239396,14,13,10,
,250,,51198.6,13580,1777.79,0.42,64778.6,0.149723873766753,19,11,11,
,251,,53337.33,11270,1772.78,8.96,64607.33,0.211847845889601,15,9,10,
,252,,53385.99,10640,1755.35,18.17,64025.99,0.316440233591821,14,8,10,
,253,,53208.96,10710,1752.17,18.03,63918.96,0.150385634955494,16,7,9,
,254,,54816.68,9940,1773.67,3.8,64756.68,0.180740293711712,16,3,10,
,255,,20055.3214622676,9376.85853773243,807.69,740.64,29432.18,2.54684564600565,16,1,10,
,256,,53182.82,10710,1751,20.91,63892.82,0.388193179290578,14,7,11,
,257,,-3582.41658832944,8887.76658832944,145.92,1318.49,5305.35,6.32664715196738,1,18,10,
,258,,-950.563490652683,6297.01349065268,145.95,1330.9,5346.45,2.65379213632387,1,20,1,
